"","ID","Regulator","ExamDate","BankName","City","State","AssetSize","ExamMethod","Rating","UnknownVariable","MeanRankingbyQuarterwithinCity","MeanRankingbyCity","GEOID","UATYPE","LAT","LON","ExamDate_d"
"1",18023,1,"11/6/91","SECURITY PACIFIC BANK OF ALASKA, NA","ANCHORAGE","AK",198986,9,2,NA,1.583333333,1.538461538,2305,"U",61.167916,-149.847166,1991-11-06
"2",12072,1,"5/12/94","FIRST NATIONAL BANK OF ANCHORAGE","ANCHORAGE","AK",1389343,9,2,NA,1.875,1.538461538,2305,"U",61.167916,-149.847166,1994-05-12
"3",14651,1,"9/30/94","NATIONAL BANK OF ALASKA","ANCHORAGE","AK",2320521,9,1,NA,1,1.538461538,2305,"U",61.167916,-149.847166,1994-09-30
"4",12072,1,"1/18/11","FIRST NATIONAL BANK ALASKA","ANCHORAGE","AK",2902596,1,1,NA,1,1.538461538,2305,"U",61.167916,-149.847166,2011-01-18
"5",19525,3,"12/1/90","MT. MCKINLEY MUTUAL SAVINGS BANK","FAIRBANKS","AK",96000,9,2,NA,1.75,1.823529412,28549,"U",64.801958,-147.705736,1990-12-01
"6",19525,3,"10/1/15","MT. MCKINLEY BANK","FAIRBANKS","AK",352444,7,2,NA,1.5,1.823529412,28549,"U",64.801958,-147.705736,2015-10-01
"7",4202,4,"1/10/07","ALASKA PACIFIC BANK","JUNEAU","AK",184283,2,2,NA,2,2.125,43561,"C",58.352315,-134.58275,2007-01-10
"8",14885,3,"3/1/15","FIRST BANK","KETCHIKAN","AK",503964,7,1,NA,1.5,1.363636364,44668,"C",55.34716,-131.656302,2015-03-01
"9",23202,1,"9/15/14","THE MALVERN NATIONAL BANK","MALVERN","AK",462502,7,2,NA,2,2,NA,"",0,0,2014-09-15
"10",33998,3,"7/1/96","COMMERCE BANK OF ALABAMA","ALBERTVILLE","AL",33965,2,2,NA,2,2,1036,"C",34.268058,-86.22354,1996-07-01
"11",58375,3,"5/1/18","VANTAGE BANK OF ALABAMA","ALBERTVILLE","AL",119754,2,2,NA,2,2,1036,"C",34.268058,-86.22354,2018-05-01
"12",56,3,"8/1/92","SOUTHTRUST BANK OF CENTRAL ALABAMA","ALEXANDER CITY","AL",111000,9,1,NA,1,1.8,1252,"C",32.939703,-85.958004,1992-08-01
"13",861434,2,"8/13/07","ALIANT BK","ALEXANDER CITY","AL",902557,1,2,NA,2,1.8,1252,"C",32.939703,-85.958004,2007-08-13
"14",15535,1,"7/1/93","FIRST NATIONAL BANK OF PICKENS","ALICEVILLE","AL",73591,9,2,NA,2,2,NA,"",33.12957,-88.15142,1993-07-01
"15",15535,1,"2/16/10","FIRST NATIONAL BANK OF CENTRAL ALABAMA","ALICEVILLE","AL",243791,2,2,NA,2,2,NA,"",33.12957,-88.15142,2010-02-16
"16",54,3,"3/26/90","FIRST STATE BANK OF ALTOONA","ALTOONA","AL",25000,9,2,NA,2,1.857142857,NA,"",34.07097,-86.209599,1990-03-26
"17",54,3,"11/5/08","THE EXCHANGE BANK OF ALABAMA","ALTOONA","AL",232995,2,2,NA,2,1.857142857,NA,"",34.07097,-86.209599,2008-11-05
"18",16595,3,"11/1/92","COVINGTON COUNTY BANK","ANDALUSIA","AL",101000,9,2,NA,2,2,2359,"C",31.311564,-86.479556,1992-11-01
"19",655839,2,"6/13/05","COVINGTON CTY BK","ANDALUSIA","AL",237925,2,2,NA,2,2,2359,"C",31.311564,-86.479556,2005-06-13
"20",655839,2,"7/6/09","CCB CMNTY BK","ANDALUSIA","AL",348946,7,2,NA,2,2,2359,"C",31.311564,-86.479556,2009-07-06
"21",16595,3,"4/1/16","CCB COMMUNITY BANK","ANDALUSIA","AL",444078,7,2,NA,2,2,2359,"C",31.311564,-86.479556,2016-04-01
"22",5663,4,"8/16/90","UNITED SAVINGS BANK FSB","ANNISTON","AL",56890,8,2,NA,1.8,1.777777778,2629,"U",33.664398,-85.828795,1990-08-16
"23",3041,1,"7/30/93","SOUTHTRUST BANK OF CALHOUN COUNTY, N.A.","ANNISTON","AL",346110,9,1,NA,1.666666667,1.777777778,2629,"U",33.664398,-85.828795,1993-07-30
"24",58558,3,"4/1/19","SOUTHERN STATES BANK","ANNISTON","AL",842330,7,2,NA,2,1.777777778,2629,"U",33.664398,-85.828795,2019-04-01
"25",16791,3,"5/1/94","FARMERS AND MERCHANTS BANK","ARITON","AL",48000,9,2,NA,2,2,NA,"",31.60017,-85.71883,1994-05-01
"26",10102,1,"7/11/94","FIRST NATIONAL BANK OF ASHFORD","ASHFORD","AL",45290,9,2,NA,2,2,NA,"",31.189627,-85.262314,1994-07-11
"27",10102,1,"2/4/02","THE FIRST NATIONAL BANK OF ASHORD","ASHFORD","AL",99303,2,2,NA,2,2,NA,"",31.189627,-85.262314,2002-02-04
"28",9049,3,"2/1/94","ASHVILLE SAVINGS BANK","ASHVILLE","AL",94000,9,1,NA,1,1,NA,"",33.785173,-86.216884,1994-02-01
"29",34866,3,"8/1/12","RELIANCE BANK","ATHENS","AL",145324,2,2,NA,2,1.666666667,3655,"C",34.811825,-86.952175,2012-08-01
"30",58,3,"3/1/11","UNITED BANK","ATMORE","AL",481611,7,2,NA,2,2,3925,"C",31.021931,-87.487418,2011-03-01
"31",38,3,"3/18/90","THE EXCHANGE BANK, ATTALLA, ALABAMA","ATTALLA","AL",57000,9,2,NA,2,2,NA,"",34.051848,-86.061397,1990-03-18
"32",15339,1,"1/3/94","AUBURN NATIONAL BANK","AUBURN","AL",178942,9,2,NA,1.833333333,1.933333333,4033,"U",32.614294,-85.443932,1994-01-03
"33",749635,2,"7/21/08","AUBURNBANK","AUBURN","AL",724502,7,2,NA,2,1.933333333,4033,"U",32.614294,-85.443932,2008-07-21
"34",15536,3,"8/1/93","SOUTHTRUST BANK OF BALDWIN COUNTY","BAY MINETTE","AL",184000,9,1,NA,1,1,5923,"C",30.883529,-87.775532,1993-08-01
"35",70,3,"12/1/07","PEOPLES EXCHANGE BANK OF MONROE COUNTY","BEATRICE","AL",63060,2,2,NA,2,2,NA,"",31.73349,-87.20471,2007-12-01
"36",43,3,"4/1/98","THE BANK OF BERRY","BERRY","AL",12484,2,2,NA,2,2,NA,"",33.65983,-87.60001,1998-04-01
"37",4105,4,"8/2/93","FIRST FEDERAL SAVINGS BANK","BESSEMER","AL",110859,8,2,NA,1.666666667,1.833333333,NA,"",33.402429,-86.951784,1993-08-02
"38",19440,3,"1/1/16","FIRST FINANCIAL BANK","BESSEMER","AL",173662,2,2,NA,2,1.833333333,NA,"",33.402429,-86.951784,2016-01-01
"39",862,4,"7/5/90","BIRMINGHAM FS & LA","BIRMINGHAM","AL",125349,8,3,NA,1.907692308,1.915662651,7786,"U",33.469107,-86.791974,1990-07-05
"40",12368,3,"12/1/00","REGIONS BANK","BIRMINGHAM","AL",40904896,1,2,NA,1.909090909,1.915662651,7786,"U",33.469107,-86.791974,2000-12-01
"41",697633,2,"12/7/15","COMPASS BK","BIRMINGHAM","AL",79624593,1,2,NA,1.5,1.915662651,7786,"U",33.469107,-86.791974,2015-12-07
"42",233031,2,"10/22/07","REGIONS BK","BIRMINGHAM","AL",138667948,1,2,NA,2.2,1.915662651,7786,"U",33.469107,-86.791974,2007-10-22
"43",3656,1,"7/27/15","CADENCE BANK, NATIONAL ASSOCIATION","BIRMINGHAM,","AL",9515975,1,2,NA,2,2,NA,"",33.456412,-86.801904,2015-07-27
"44",57,3,"11/1/99","COMMUNITY BANK","BLOUNTSVILLE","AL",605985,1,2,NA,2,1.5,NA,"",34.091285,-86.559625,1999-11-01
"45",27233,3,"4/1/04","PEOPLES INDEPENDENT BANK OF BOAZ","BOAZ","AL",107322,2,2,NA,1.5,1.833333333,NA,"",34.146146,-86.146749,2004-04-01
"46",2784,3,"3/1/11","FIRST BANK OF BOAZ","BOAZ","AL",178752,2,2,NA,2,1.833333333,NA,"",34.146146,-86.146749,2011-03-01
"47",16386,3,"6/1/11","BRANTLEY BANK AND TRUST COMPANY","BRANTLEY","AL",64633,2,2,NA,2,1.666666667,NA,"",31.560143,-86.327501,2011-06-01
"48",16772,3,"5/1/95","BRENT BANKING COMPANY","BRENT","AL",34284,9,2,NA,2,2,10000,"C",32.95344,-87.152604,1995-05-01
"49",5605,3,"8/1/01","BANK OF BREWTON","BREWTON","AL",51947,2,2,NA,2,2,10081,"C",31.107055,-87.063914,2001-08-01
"50",60,3,"7/1/03","BANKTRUST OF BREWTON","BREWTON","AL",119947,2,2,NA,2,2,10081,"C",31.107055,-87.063914,2003-07-01
"51",7429,1,"8/9/99","FIRST NATIONAL BANK OF BRUNDIDGE","BRUNDIDGE","AL",46728,2,2,NA,2,2,NA,"",31.713427,-85.816261,1999-08-09
"52",7429,1,"10/13/05","THE FIRST NATIONAL BANK OF BRUNDIDGE","BRUNDIDGE","AL",91228,2,2,NA,2,2,NA,"",31.713427,-85.816261,2005-10-13
"53",353238,2,"9/17/18","CENTRAL ST BK","CALERA","AL",288182,2,2,NA,2,1.333333333,NA,"",33.138832,-86.725315,2018-09-17
"54",8217,1,"12/8/93","THE CAMDEN NATIONAL BANK","CAMDEN","AL",43344,9,2,NA,2,2,NA,"",31.998366,-87.351944,1993-12-08
"55",8217,1,"9/14/99","CAMDEN NATIONAL BANK","CAMDEN","AL",59258,2,2,NA,2,2,NA,"",31.998366,-87.351944,1999-09-14
"56",2787,3,"5/1/17","COMMUNITY NEIGHBOR BANK","CAMDEN","AL",106126,2,2,NA,2,2,NA,"",31.998366,-87.351944,2017-05-01
"57",15554,3,"11/1/99","BANK OF CARBON HILL","CARBON HILL","AL",29963,2,2,NA,2,2,NA,"",33.89177,-87.52612,1999-11-01
"58",470836,2,"7/14/03","FARMERS & MRCH BK","CENTRE","AL",59730,2,2,NA,2,2,15083,"C",34.179499,-85.656496,2003-07-14
"59",58842,3,"4/1/14","GENERATIONS BANK","CENTRE","AL",69582,2,2,NA,2,2,15083,"C",34.179499,-85.656496,2014-04-01
"60",14720,3,"3/1/18","FIRST COMMUNITY BANK","CHATOM","AL",391596,7,2,NA,2,2,NA,"",31.46517,-88.25446,2018-03-01
"61",22389,3,"3/1/94","CITY BANK OF CHILDERSBURG","CHILDERSBURG","AL",29000,9,2,NA,2,2,NA,"",33.245885,-86.364148,1994-03-01
"62",6905,4,"4/12/93","FIRST FS & LA OF CHILTON COUNTY","CLANTON","AL",69862,8,3,NA,2.333333333,1.666666667,17047,"C",32.859117,-86.651536,1993-04-12
"63",601733,2,"3/10/97","PEOPLES SVG BK","CLANTON","AL",113366,2,1,NA,1,1.666666667,17047,"C",32.859117,-86.651536,1997-03-10
"64",601733,2,"4/6/09","PEOPLES SOUTHERN BK","CLANTON","AL",135701,2,1,NA,1.5,1.666666667,17047,"C",32.859117,-86.651536,2009-04-06
"65",18600,3,"8/1/02","THE PEOPLES BANK","CLIO","AL",42594,2,2,NA,2,2,NA,"",31.70878,-85.6105,2002-08-01
"66",53,3,"7/1/91","BANK OF COLUMBIA","COLUMBIA","AL",17000,9,2,NA,2,2,NA,"",31.22514,-85.171875,1991-07-01
"67",53,3,"3/1/99","PEOPLES COMMUNITY BANK","COLUMBIA","AL",136693,2,2,NA,2,2,NA,"",31.22514,-85.171875,1999-03-01
"68",14590,1,"6/4/92","FIRST NATIONAL BANK OF COLUMBIANA","COLUMBIANA","AL",107731,9,2,NA,2,2,19060,"C",33.169471,-86.608767,1992-06-04
"69",14590,1,"12/1/03","FIRST NATIONAL BANK OF SHELBY COUNTY","COLUMBIANA","AL",221676,2,2,NA,2,2,19060,"C",33.169471,-86.608767,2003-12-01
"70",19023,3,"6/1/04","DEKALB BANK","CROSSVILLE","AL",29654,2,2,NA,2,2,NA,"",34.302028,-86.004164,2004-06-01
"71",4876,4,"4/15/91","FIRST FS & LA OF CULLMAN","CULLMAN","AL",63899,8,2,NA,1.956521739,1.970588235,21637,"C",34.179434,-86.843505,1991-04-15
"72",46,3,"3/2/09","MERCHANTS BANK OF ALABAMA","CULLMAN","AL",255545,2,2,NA,2,1.970588235,21637,"C",34.179434,-86.843505,2009-03-02
"73",22537,3,"12/1/07","PEOPLES BANK OF NORTH ALABAMA","CULLMAN","AL",436687,7,2,NA,2,1.970588235,21637,"C",34.179434,-86.843505,2007-12-01
"74",22537,3,"8/1/17","PEOPLES BANK OF ALABAMA","CULLMAN","AL",716303,7,2,NA,2,1.970588235,21637,"C",34.179434,-86.843505,2017-08-01
"75",15291,3,"5/12/90","BANK OF DADEVILLE","DADEVILLE","AL",48000,9,2,NA,2,1.666666667,NA,"",32.794796,-85.744428,1990-05-12
"76",360834,2,"4/21/03","BANK OF DADEVILLE","DADEVILLE","AL",74958,1,2,NA,2,1.666666667,NA,"",32.794796,-85.744428,2003-04-21
"77",4743,4,"8/16/93","BANKFIRST, A FEDERAL SAVINGS BANK","DECATUR","AL",256820,8,1,NA,1.333333333,1.692307692,22690,"U",34.559441,-87.001129,1993-08-16
"78",34015,3,"12/1/02","HERITAGE BANK","DECATUR","AL",608849,1,2,NA,2,1.692307692,22690,"U",34.559441,-87.001129,2002-12-01
"79",23577,3,"9/1/04","FIRST AMERICAN BANK","DECATUR","AL",908969,1,2,NA,2,1.692307692,22690,"U",34.559441,-87.001129,2004-09-01
"80",39,3,"1/1/14","ROBERTSON BANKING COMPANY","DEMOPOLIS","AL",253503,2,2,NA,2,2,23365,"C",32.50599,-87.828146,2014-01-01
"81",77,3,"8/1/97","BANK OF THE SOUTH","DOTHAN","AL",150422,2,2,NA,2,1.96969697,24472,"U",31.223667,-85.425104,1997-08-01
"82",10102,1,"11/13/06","MIDSOUTH BANK, N.A.","DOTHAN","AL",356128,2,2,NA,2,1.96969697,24472,"U",31.223667,-85.425104,2006-11-13
"83",2777,3,"6/1/16","MIDSOUTH BANK","DOTHAN","AL",408921,7,2,NA,2,1.96969697,24472,"U",31.223667,-85.425104,2016-06-01
"84",9681,1,"8/9/99","THE FIRST NATIONAL BANK OF DOZIER","DOZIER","AL",31081,2,2,NA,2,2,NA,"",31.518541,-86.354365,1999-08-09
"85",9681,1,"10/25/05","THE  FIRST NATIONAL BANK OF DOZIER","DOZIER","AL",32512,2,2,NA,2,2,NA,"",31.518541,-86.354365,2005-10-25
"86",9681,1,"5/16/11","FIRST NATIONAL BANK OF DOZIER","DOZIER","AL",37004,2,2,NA,2,2,NA,"",31.518541,-86.354365,2011-05-16
"87",33985,3,"9/1/95","THE PEOPLES BANK OF COFFEE COUNTY","ELBA","AL",44379,9,2,NA,1.5,1.8,NA,"",31.407434,-86.083517,1995-09-01
"88",15573,3,"2/1/93","SOUTHTRUST BANK OF COFFEE COUNTY","ELBA","AL",107000,9,2,NA,2,1.8,NA,"",31.407434,-86.083517,1993-02-01
"89",19110,3,"5/1/94","THE PEOPLES BANK","ELBA","AL",181000,9,2,NA,2,1.8,NA,"",31.407434,-86.083517,1994-05-01
"90",16369,3,"4/1/91","THE CITIZENS BANK","ENTERPRISE","AL",59000,9,2,NA,2,2,27685,"C",31.329138,-85.794079,1991-04-01
"91",19649,3,"1/7/08","COMMUNITY BANK AND TRUST OF SOUTHEAST ALABAMA","ENTERPRISE","AL",347499,1,2,NA,2,2,27685,"C",31.329138,-85.794079,2008-01-07
"92",851,3,"1/1/93","BARBOUR COUNTY BANK","EUFAULA","AL",63000,9,2,NA,2,2,28090,"C",31.879574,-85.141788,1993-01-01
"93",9613,3,"9/1/98","SOUTHERN BANK OF COMMERCE","EUFAULA","AL",89187,2,2,NA,2,2,28090,"C",31.879574,-85.141788,1998-09-01
"94",9613,3,"10/1/03","COMMERCESOUTH BANK","EUFAULA","AL",161446,2,2,NA,2,2,28090,"C",31.879574,-85.141788,2003-10-01
"95",376237,2,"4/7/03","MERCHANTS & FARMERS BK GREEN C","EUTAW","AL",43439,2,1,NA,1,1.4,NA,"",32.836298,-87.893016,2003-04-07
"96",855,3,"11/1/15","MERCHANTS & FARMERS BANK OF GREENE COUNTY, ALABAMA","EUTAW","AL",64950,2,2,NA,2,1.4,NA,"",32.836298,-87.893016,2015-11-01
"97",26799,3,"11/1/91","FIRST BANK OF EVA","EVA","AL",12000,9,2,NA,2,2.111111111,NA,"",34.367528,-86.73641,1991-11-01
"98",26799,3,"10/6/08","EVABANK","EVA","AL",398652,7,3,NA,2.25,2.111111111,NA,"",34.367528,-86.73641,2008-10-06
"99",49,3,"1/1/10","BANK OF EVERGREEN","EVERGREEN","AL",49582,2,2,NA,2,2.1,28431,"C",31.429395,-86.95576,2010-01-01
"100",2796,3,"5/1/91","THE FIRST BANK OF FAYETTE","FAYETTE","AL",66000,9,2,NA,2,2,29359,"C",33.694826,-87.830734,1991-05-01
"101",5600,3,"8/1/08","THE CITIZENS BANK OF FAYETTE","FAYETTE","AL",199956,2,2,NA,2,2,29359,"C",33.694826,-87.830734,2008-08-01
"102",1746,3,"1/1/14","ESCAMBIA COUNTY BANK","FLOMATON","AL",82859,2,2,NA,2,2.285714286,NA,"",31.00018,-87.26081,2014-01-01
"103",3294,4,"1/4/93","FIRST SOUTHERN BANK","FLORENCE","AL",142869,8,2,NA,1.8,1.8,29953,"U",34.880869,-87.670032,1993-01-04
"104",29332,3,"3/1/96","FIRST SOUTHERN BANK","FLORENCE","AL",168233,9,1,NA,1.666666667,1.8,29953,"U",34.880869,-87.670032,1996-03-01
"105",3981,1,"10/31/91","FIRST NATIONAL BANK OF FLORENCE, AL","FLORENCE","AL",364599,9,2,NA,2,1.8,29953,"U",34.880869,-87.670032,1991-10-31
"106",24220,1,"9/10/12","FIRST NATIONAL BANK OF BALDWIN COUNTY","FOLEY","AL",190315,2,2,NA,2,2,30171,"C",30.349787,-87.686189,2012-09-10
"107",1747,3,"3/1/95","THE FORT DEPOSIT BANK","FORT DEPOSIT","AL",59197,9,2,NA,2,2.1,NA,"",32.01285,-86.608238,1995-03-01
"108",24957,3,"3/1/07","FIRST LOWNDES BANK","FORT DEPOSIT","AL",163223,2,3,NA,2.5,2.1,NA,"",32.01285,-86.608238,2007-03-01
"109",23815,3,"12/1/90","FIRST STATE BANK OF DEKALB COUNTY","FORT PAYNE","AL",26000,9,2,NA,1.666666667,1.857142857,30844,"C",34.45576,-85.709231,1990-12-01
"110",7048,4,"6/16/08","FIRST FEDERAL BANK","FORT PAYNE","AL",77715,2,2,NA,2,1.857142857,30844,"C",34.45576,-85.709231,2008-06-16
"111",15658,1,"9/14/92","FORT RUCKER NATIONAL BANK","FORT RUCKER","AL",45109,9,2,NA,2,2,NA,"",31.327347,-85.737811,1992-09-14
"112",19649,3,"9/1/95","COMMUNITY BANK AND TRUST OF SOUTHEAST ALABAMA","FORT RUCKER","AL",108631,9,2,NA,2,2,NA,"",31.327347,-85.737811,1995-09-01
"113",20972,3,"5/1/95","BANK OF FYFFE","FYFFE","AL",47815,9,2,NA,1.5,1.857142857,NA,"",34.43038,-85.898669,1995-05-01
"114",20972,3,"6/1/09","HORIZON BANK","FYFFE","AL",94642,2,2,NA,2,1.857142857,NA,"",34.43038,-85.898669,2009-06-01
"115",3971,4,"5/1/91","THE SOUTHERN BANK COMPANY","GADSDEN","AL",79902,8,3,NA,2.25,2.222222222,32113,"U",33.982171,-86.013753,1991-05-01
"116",14495,1,"6/2/94","SOUTHTRUST BANK OF ETOWAH COUNTY, N.A.","GADSDEN","AL",245540,9,2,NA,2,2.222222222,32113,"U",33.982171,-86.013753,1994-06-02
"117",59,3,"5/1/09","THE CITIZENS BANK","GENEVA","AL",150873,2,1,NA,1,1.909090909,32815,"C",31.037275,-85.879991,2009-05-01
"118",20429,3,"12/5/08","LIBERTY BANK","GERALDINE","AL",94070,2,2,NA,2,2,NA,"",34.359204,-86.02397,2008-12-05
"119",27118,3,"3/1/91","FIRST COMMERCIAL BANK OF CULLMAN COUNTY","GOOD HOPE","AL",21000,9,2,NA,2,2,NA,"",34.115933,-86.863612,1991-03-01
"120",1160509,2,"9/9/02","FIRST CMRL BK CULLMAN","GOOD HOPE","AL",83227,2,2,NA,2,2,NA,"",34.115933,-86.863612,2002-09-09
"121",1160509,2,"9/11/06","PREMIER BK OF THE S","GOOD HOPE","AL",119536,2,2,NA,2,2,NA,"",34.115933,-86.863612,2006-09-11
"122",548735,2,"9/24/01","MOBILE CTY BK","GRAND BAY","AL",36444,2,2,NA,2,2,34192,"C",30.503668,-88.323752,2001-09-24
"123",19794,3,"8/1/97","PEOPLES STATE BANK","GRANT","AL",25918,2,2,NA,2,2,NA,"",34.5287,-86.25332,1997-08-01
"124",1730,3,"7/1/13","PEOPLES BANK OF GREENSBORO","GREENSBORO","AL",87953,2,2,NA,2,2,NA,"",32.699872,-87.586079,2013-07-01
"125",5572,1,"8/20/97","FIRST NATIONAL BANK OF GREENVILLE","GREENVILLE","AL",114387,9,2,NA,2,2,35272,"C",31.830685,-86.625151,1997-08-20
"126",5610,3,"10/1/95","FIRST BANK AND TRUST","GROVE HILL","AL",171714,9,2,NA,2,2,NA,"",31.704953,-87.801307,1995-10-01
"127",35374,3,"9/1/02","VISION BANK","GULF SHORES","AL",104567,2,2,NA,2,2,NA,"",30.269721,-87.750611,2002-09-01
"128",1162558,2,"11/5/01","FIRST GULF BK","GULF SHORES","AL",184722,1,2,NA,2,2,NA,"",30.269721,-87.750611,2001-11-05
"129",57483,3,"4/1/19","CITIZENS BANK & TRUST","GUNTERSVILLE","AL",501073,7,2,NA,2,2,NA,"",34.344851,-86.27518,2019-04-01
"130",47,3,"1/1/06","TRADERS & FARMERS BANK","HALEYVILLE","AL",343873,1,2,NA,2,2,36244,"C",34.231419,-87.622691,2006-01-01
"131",16579,1,"2/7/96","FIRST NATIONAL BANK","HAMILTON","AL",108716,9,2,NA,2,1.727272727,36396,"C",34.138791,-87.998586,1996-02-07
"132",16579,1,"5/3/10","FIRST NATIONAL  BANK","HAMILTON","AL",274801,2,2,NA,1.25,1.727272727,36396,"C",34.138791,-87.998586,2010-05-03
"133",46,3,"10/1/03","MERCHANTS BANK","HANCEVILLE","AL",132596,2,2,NA,2,2,36676,"C",34.068616,-86.77027,2003-10-01
"134",22131,3,"4/1/91","CITY BANK OF HARTFORD","HARTFORD","AL",13000,9,2,NA,2,2,NA,"",31.105822,-85.690252,1991-04-01
"135",7592,1,"10/12/93","FIRST NATIONAL BANK OF HARTFORD","HARTFORD","AL",58691,9,2,NA,2,2,NA,"",31.105822,-85.690252,1993-10-12
"136",7592,1,"2/14/11","THE FIRST NATIONAL BANK OF HARTFORD","HARTFORD","AL",140140,2,2,NA,2,2,NA,"",31.105822,-85.690252,2011-02-14
"137",14481,3,"3/1/94","SOUTHTRUST BANK OF HARTSELLE","HARTSELLE","AL",73000,9,1,NA,1,1.5,NA,"",34.44343,-86.93528,1994-03-01
"138",27560,3,"4/1/16","NORTH ALABAMA BANK","HAZEL GREEN","AL",92970,2,2,NA,2,2,37864,"C",34.939223,-86.583694,2016-04-01
"139",13752,1,"3/18/08","THE HEADLAND NATIONAL BANK","HEADLAND","AL",106127,2,2,NA,2,2,37959,"C",31.330709,-85.341614,2008-03-18
"140",2805,3,"8/1/19","HNB FIRST BANK","HEADLAND","AL",149451,2,2,NA,2,2,37959,"C",31.330709,-85.341614,2019-08-01
"141",8569,4,"9/16/91","WORTHINGTON FEDERAL BANK","HUNTSVILLE","AL",15446,8,2,NA,2,2,40780,"U",34.741427,-86.63782,1991-09-16
"142",3333,4,"4/5/93","FIRST AMERICAN FS & LA","HUNTSVILLE","AL",483959,8,2,NA,2,2,40780,"U",34.741427,-86.63782,1993-04-05
"143",25645,3,"5/1/10","FIRST COMMERCIAL BANK OF HUNTSVILLE","HUNTSVILLE","AL",712671,1,2,NA,2,2,40780,"U",34.741427,-86.63782,2010-05-01
"144",58719,3,"1/1/19","PROGRESS BANK AND TRUST","HUNTSVILLE","AL",1147340,7,2,NA,2,2,40780,"U",34.741427,-86.63782,2019-01-01
"145",8083,4,"1/30/06","NEW SOUTH FEDERAL SAVINGS BANK","IRONDALE","AL",1652929,1,1,NA,1,1.555555556,NA,"",33.53816,-86.70721,2006-01-30
"146",18637,3,"3/2/09","MERCHANTS BANK","JACKSON","AL",192587,2,2,NA,2,2,42022,"C",31.511215,-87.895483,2009-03-02
"147",7228,4,"7/19/93","SECURITY FEDERAL SAVINGS BANK","JASPER","AL",42368,8,3,NA,1.8,1.884615385,42616,"C",33.850876,-87.263137,1993-07-19
"148",3645,4,"3/12/91","PINNACLE BANK","JASPER","AL",184224,8,2,NA,2,1.884615385,42616,"C",33.850876,-87.263137,1991-03-12
"149",7746,1,"2/3/98","FIRST NATIONAL BANK OF JASPER","JASPER","AL",445518,9,2,NA,2,1.884615385,42616,"C",33.850876,-87.263137,1998-02-03
"150",13887,3,"1/1/16","FARMERS AND MERCHANTS BANK","LAFAYETTE","AL",133550,2,2,NA,2,2,NA,"",32.946236,-85.401893,2016-01-01
"151",14553,1,"2/1/99","VALLEY NATIONAL BANK","LANETT","AL",78038,2,2,NA,2,2,90082,"C",32.832025,-85.187242,1999-02-01
"152",17349,3,"7/1/94","THE CITIZENS BANK OF LEEDS","LEEDS","AL",49000,9,2,NA,2,2,NA,"",33.51828,-86.584472,1994-07-01
"153",34460,3,"7/1/09","COVENANT BANK","LEEDS","AL",107925,2,2,NA,2,2,NA,"",33.51828,-86.584472,2009-07-01
"154",15695,3,"2/1/04","FIRST BANK OF LINDEN","LINDEN","AL",91338,2,2,NA,2,2,NA,"",32.321943,-87.749847,2004-02-01
"155",20468,3,"4/1/93","FIRST STATE BANK OF CLAY COUNTY","LINEVILLE","AL",40000,9,2,NA,2,2,NA,"",33.340127,-85.789238,1993-04-01
"156",20468,3,"6/1/13","FIRSTSTATE BANK","LINEVILLE","AL",204321,2,2,NA,2,2,NA,"",33.340127,-85.789238,2013-06-01
"157",16910,3,"8/1/13","FARMERS EXCHANGE BANK","LOUISVILLE","AL",149118,2,2,NA,2,2,NA,"",31.785579,-85.551104,2013-08-01
"158",23152,3,"6/1/15","FIRST CITIZENS BANK","LUVERNE","AL",228454,2,2,NA,2,1.857142857,NA,"",31.754655,-86.291595,2015-06-01
"159",27512,3,"7/1/97","BANKERS TRUST OF MADISON","MADISON","AL",47681,2,2,NA,2,2,NA,"",34.643795,-86.818118,1997-07-01
"160",68,3,"4/24/90","BANK OF MAPLESVILLE","MAPLESVILLE","AL",22000,9,1,NA,1.666666667,1.714285714,NA,"",32.83217,-86.843808,1990-04-24
"161",68,3,"12/5/08","PEACHTREE BANK","MAPLESVILLE","AL",70469,2,2,NA,2,1.714285714,NA,"",32.83217,-86.843808,2008-12-05
"162",14184,3,"1/1/13","MARION BANK AND TRUST COMPANY","MARION","AL",263439,2,2,NA,2,2,NA,"",32.608995,-87.350401,2013-01-01
"163",22769,3,"1/1/92","WASHINGTON COUNTY STATE BANK","MCINTOSH","AL",26000,9,2,NA,2,2,NA,"",31.209178,-88.075266,1992-01-01
"164",22769,3,"8/1/04","SOUTHWEST BANK OF ALABAMA","MCINTOSH","AL",62857,2,2,NA,2,2,NA,"",31.209178,-88.075266,2004-08-01
"165",16743,3,"9/1/05","MERCHANTS & FARMERS BANK","MILLPORT","AL",67897,2,2,NA,2,1.6,NA,"",33.606342,-88.131425,2005-09-01
"166",15850,1,"4/19/10","COMMUNITY BANK, NATIONAL ASSOCIATION","MOBILE","AL",103933,2,2,NA,1.875,1.888888889,57925,"U",30.667394,-88.163452,2010-04-19
"167",26607,3,"7/1/07","BANK TRUST","MOBILE","AL",760092,7,2,NA,2,1.888888889,57925,"U",30.667394,-88.163452,2007-07-01
"168",26607,3,"11/1/10","BANKTRUST","MOBILE","AL",2026099,1,2,NA,2,1.888888889,57925,"U",30.667394,-88.163452,2010-11-01
